360V
Time [ns] - Trace 2	Signal [mV] - Trace 2	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.0	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.1	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.2	-28.000	
0.3	-28.000	
